timestamps,TP9,AF7,AF8,TP10,Right AUX,Secondary Timestamp
1652668547.025,-21.484,-156.738,-23.926,-18.066,-53.711,26707.930
1652668547.029,26.367,-147.461,-42.969,9.277,70.801,26707.934
1652668547.033,-43.945,-103.516,-62.500,-48.340,65.918,26707.938
1652668547.036,-115.723,-159.180,-58.105,-89.844,-51.758,26707.942
1652668547.040,-75.195,-593.262,-56.641,-48.828,111.816,26707.946
1652668547.044,-2.441,-305.664,-73.730,-7.812,157.715,26707.950
1652668547.048,-12.695,470.215,-62.500,-28.809,-102.051,26707.954
1652668547.052,-96.191,77.148,-47.363,-84.473,-155.762,26707.958
1652668547.054,-110.840,-79.590,-67.383,-90.820,-131.348,26707.960
1652668547.058,-12.207,333.008,-65.430,-19.043,-104.492,26707.964
1652668547.062,9.277,472.168,-61.035,-6.348,-35.156,26707.968
1652668547.066,-74.219,153.809,-63.477,-65.430,-42.480,26707.972
1652668547.070,-100.098,-82.520,-62.012,-77.637,-119.629,26707.976
1652668547.074,-38.574,-35.156,-64.941,-33.691,-46.875,26707.980
1652668547.078,14.160,17.578,-63.965,-12.207,36.133,26707.984
1652668547.081,-60.059,-338.867,-66.406,-63.965,102.051,26707.988
1652668547.085,-129.883,-1000.000,-69.336,-96.680,384.277,26707.992
1652668547.089,-82.031,-645.508,-69.824,-69.824,266.602,26707.996
1652668547.093,-25.879,273.438,-68.848,-43.945,-45.898,26708.000
1652668547.097,-75.195,229.492,-66.406,-84.961,-82.520,26708.003
1652668547.099,-153.320,195.312,-69.824,-138.184,-142.090,26708.004
1652668547.103,-142.578,386.719,-63.965,-129.883,-193.848,26708.008
1652668547.107,-68.359,263.184,-43.457,-82.031,-155.762,26708.012
1652668547.111,-81.055,114.258,-38.086,-95.703,-69.336,26708.016
1652668547.115,-180.176,179.688,-56.152,-166.504,-112.305,26708.020
1652668547.119,-212.891,-1.465,-55.664,-186.523,-155.273,26708.024
1652668547.123,-159.180,-103.516,-49.805,-149.902,-83.496,26708.028
1652668547.126,-140.137,-564.941,-59.082,-143.066,176.758,26708.032
1652668547.130,-228.027,-623.535,-69.336,-206.055,197.754,26708.035
1652668547.134,-270.996,160.645,-78.613,-234.863,-110.840,26708.039
1652668547.138,-208.496,82.031,-78.125,-191.406,-122.559,26708.043
1652668547.142,-147.461,-176.270,-69.824,-162.598,55.664,26708.047
1652668547.144,-185.059,178.223,-56.641,-201.172,-62.500,26708.050
1652668547.148,-251.953,266.113,-60.547,-237.305,-212.402,26708.054
1652668547.152,-214.844,16.113,-55.664,-195.312,-113.770,26708.057
1652668547.156,-116.699,86.914,-42.480,-128.906,25.391,26708.061
1652668547.160,-143.555,289.551,-72.266,-153.320,-27.832,26708.065
1652668547.164,-228.027,-10.254,-89.355,-207.520,-80.566,26708.069
1652668547.168,-234.375,-516.113,-90.332,-202.148,104.492,26708.073
1652668547.171,-129.395,-861.816,-73.242,-122.559,356.445,26708.077
1652668547.175,-83.984,-272.949,-39.062,-97.168,168.457,26708.081
1652668547.179,-172.363,240.234,-38.086,-162.109,-108.398,26708.085
1652668547.183,-187.500,-153.320,-59.082,-163.574,-69.336,26708.089
1652668547.187,-85.938,-292.480,-64.941,-82.031,56.641,26708.093
1652668547.190,-46.875,227.539,-65.918,-66.895,24.902,26708.107
1652668547.194,-100.586,323.242,-56.152,-98.633,-117.676,26708.111
1652668547.198,-115.234,-138.672,-65.918,-86.426,-74.707,26708.114
1652668547.202,-75.195,-28.809,-93.262,-63.965,-26.855,26708.118
1652668547.206,10.254,310.547,-69.824,-9.766,-90.332,26708.122
1652668547.210,-8.789,100.098,-37.598,-16.602,-71.777,26708.126
1652668547.214,-95.215,-625.000,-41.504,-69.824,167.480,26708.130
1652668547.217,-73.242,-487.793,-67.871,-50.781,86.426,26708.134
1652668547.221,8.301,366.699,-76.172,7.812,-134.766,26708.138
1652668547.225,12.695,208.984,-56.152,9.766,-55.176,26708.142
1652668547.229,-24.414,27.344,-31.738,-0.488,-63.965,26708.146
1652668547.233,-35.156,257.324,-43.945,-1.465,-128.418,26708.150
1652668547.234,20.020,433.594,-65.918,24.902,-71.777,26708.154
1652668547.238,35.645,197.754,-85.449,24.414,0.000,26708.158
1652668547.242,-58.105,-195.312,-89.355,-44.922,5.371,26708.161
1652668547.246,-64.453,32.715,-65.918,-31.738,-66.895,26708.165
1652668547.250,26.367,347.656,-75.195,43.457,-119.141,26708.169
1652668547.254,54.199,-154.297,-83.496,54.688,114.258,26708.173
1652668547.258,-33.203,-885.254,-78.125,-13.672,325.684,26708.177
1652668547.261,-47.852,-494.629,-47.852,-14.648,103.027,26708.181
1652668547.265,29.297,78.613,-36.621,54.199,-89.844,26708.185
1652668547.269,82.520,-329.590,-47.852,90.820,87.402,26708.189
1652668547.273,19.043,-498.535,-36.621,27.832,93.750,26708.193
1652668547.277,-88.379,209.961,-51.270,-57.129,-157.715,26708.197
1652668547.294,-62.500,286.133,-69.336,-30.762,-128.418,26708.199
1652668547.298,33.691,141.602,-69.336,37.598,-59.570,26708.203
1652668547.302,28.809,281.738,-62.012,24.902,-29.785,26708.207
1652668547.306,-47.363,380.859,-53.223,-20.020,-113.281,26708.211
1652668547.310,-47.363,133.301,-72.266,-6.836,-142.090,26708.215
1652668547.314,35.645,-216.797,-81.543,45.898,57.617,26708.219
1652668547.318,76.660,-146.973,-35.645,73.242,105.469,26708.223
1652668547.321,-12.207,-78.125,-39.551,21.484,-3.906,26708.226
1652668547.325,-65.918,-72.266,-79.102,-13.672,-85.449,26708.230
1652668547.329,20.996,-662.109,-56.152,56.641,176.270,26708.234
1652668547.333,81.055,-506.348,-41.992,82.520,194.824,26708.238
1652668547.337,-9.277,387.207,-81.055,-16.113,-116.211,26708.242
1652668547.339,-69.824,112.793,-82.031,-47.363,-106.934,26708.245
1652668547.343,3.906,-20.996,-45.410,17.578,-90.820,26708.249
1652668547.347,79.590,316.895,-43.945,59.082,-76.172,26708.252
1652668547.351,9.277,363.770,-85.938,0.488,-85.449,26708.256
1652668547.355,-67.871,22.461,-94.238,-43.945,-123.047,26708.260
1652668547.359,-26.855,-257.812,-48.828,3.906,-71.289,26708.264
1652668547.363,48.828,-142.090,-41.504,47.852,24.414,26708.268
1652668547.366,39.551,-64.941,-62.012,18.555,33.691,26708.272
1652668547.370,-45.410,-454.102,-48.340,-30.273,47.363,26708.276
1652668547.374,-53.223,-1000.000,-42.969,-20.508,269.531,26708.280
1652668547.378,31.250,-597.168,-62.988,26.855,168.457,26708.284
1652668547.382,66.895,308.105,-54.688,39.551,-46.387,26708.288
1652668547.384,-18.066,125.488,-54.688,-12.695,-103.516,26708.289
1652668547.388,-87.402,119.629,-88.379,-54.199,-145.996,26708.293
1652668547.392,4.883,420.410,-56.152,20.996,-117.676,26708.297
1652668547.396,79.590,368.652,-41.016,65.430,-63.477,26708.301
1652668547.400,-21.484,119.141,-66.406,-28.809,-22.461,26708.305
1652668547.404,-93.750,-98.633,-65.918,-74.707,-13.184,26708.309
1652668547.408,-57.129,-135.742,-79.102,-37.109,-2.930,26708.313
1652668547.411,14.160,34.668,-77.637,7.324,9.766,26708.317
1652668547.415,-2.930,-511.719,-53.711,-1.953,131.348,26708.321
1652668547.419,-76.172,-437.500,-49.805,-37.598,25.391,26708.324
1652668547.423,-67.871,303.223,-59.082,-25.879,-231.934,26708.328
1652668547.427,26.855,-28.320,-49.316,40.527,-87.402,26708.332
1652668547.429,51.758,-243.164,-31.250,41.992,49.805,26708.334
1652668547.433,-33.691,188.477,-45.410,-23.438,-118.164,26708.338
1652668547.437,-64.453,336.426,-67.871,-33.203,-156.250,26708.342
1652668547.441,-6.348,73.730,-59.570,5.371,-21.973,26708.346
1652668547.445,24.414,9.277,-50.293,17.578,-0.977,26708.350
1652668547.449,-54.688,-12.695,-54.688,-44.434,-7.324,26708.354
1652668547.453,-108.398,-164.062,-64.453,-78.125,-36.621,26708.358
1652668547.456,-40.039,-426.758,-63.965,-16.113,114.258,26708.362
1652668547.460,36.621,-990.234,-61.523,39.062,425.781,26708.366
1652668547.464,-13.184,-346.191,-61.035,-14.648,180.664,26708.370
1652668547.468,-70.312,317.383,-57.617,-40.039,-126.465,26708.374
1652668547.472,-35.156,81.055,-68.359,-10.742,-89.844,26708.377
1652668547.474,47.852,239.746,-58.105,28.809,-26.367,26708.379
1652668547.478,25.391,374.023,-55.664,13.672,-121.582,26708.383
1652668547.482,-82.520,29.297,-55.664,-56.152,-138.184,26708.387
1652668547.486,-92.773,-282.715,-54.199,-62.500,-18.555,26708.391
1652668547.490,1.953,17.578,-64.941,1.953,-15.137,26708.395
1652668547.494,24.902,154.297,-71.777,4.883,-45.410,26708.399
1652668547.498,-54.688,-154.297,-48.340,-43.457,-135.742,26708.403
1652668547.501,-85.938,-730.469,-50.781,-46.387,-14.160,26708.407
1652668547.505,-28.809,-440.918,-81.543,-16.113,18.555,26708.411
1652668547.509,20.020,419.922,-73.730,12.207,-102.539,26708.415
1652668547.513,-37.598,169.922,-59.082,-27.344,-82.520,26708.418
1652668547.517,-73.730,-97.656,-54.199,-41.992,-100.098,26708.422
1652668547.519,-25.879,166.016,-63.965,-2.441,-142.090,26708.437
1652668547.523,23.438,370.605,-81.543,16.602,-88.379,26708.441
1652668547.527,-18.555,81.543,-68.848,-21.484,-33.203,26708.445
1652668547.531,-62.500,-82.031,-52.734,-49.316,-104.492,26708.449
1652668547.535,-10.742,64.941,-32.227,-2.930,-152.832,26708.453
1652668547.539,45.898,-0.977,-25.879,35.645,-59.570,26708.457
1652668547.543,-13.672,-408.203,-60.059,-18.555,217.285,26708.461
1652668547.546,-131.836,-902.344,-70.801,-103.027,367.188,26708.465
1652668547.550,-123.047,-507.812,-60.547,-90.820,93.262,26708.468
1652668547.554,-4.395,79.102,-54.688,-5.859,-70.801,26708.472
1652668547.558,5.859,-305.176,-63.965,-12.207,102.051,26708.476
1652668547.562,-88.867,-549.805,-75.195,-81.055,93.262,26708.480
1652668547.564,-95.215,216.797,-63.965,-79.590,-168.457,26708.483
1652668547.568,-25.391,298.828,-61.523,-22.461,-140.137,26708.487
1652668547.572,27.344,101.074,-66.406,15.625,-26.855,26708.491
1652668547.576,-22.949,190.430,-58.594,-23.926,-86.426,26708.495
1652668547.580,-81.055,220.703,-39.062,-56.152,-191.406,26708.498
1652668547.584,-41.992,23.926,-46.387,-23.438,-125.488,26708.502
1652668547.588,22.949,-583.496,-69.336,13.672,204.102,26708.506
1652668547.591,-31.738,-462.891,-86.426,-37.598,171.875,26708.510
1652668547.595,-97.656,126.953,-79.590,-81.543,-103.516,26708.514
1652668547.599,-64.941,-134.766,-62.012,-51.758,-87.402,26708.518
1652668547.603,0.000,-482.422,-72.266,-11.719,79.102,26708.522
1652668547.607,-11.719,-27.832,-78.613,-32.715,63.477,26708.526
1652668547.609,-92.773,376.465,-58.105,-83.984,-134.766,26708.529
1652668547.613,-83.496,4.883,-30.273,-48.340,-127.441,26708.532
1652668547.617,3.418,-2.930,-27.832,8.301,-59.570,26708.536
1652668547.621,35.645,345.215,-44.922,3.418,-69.824,26708.540
1652668547.625,-56.641,292.480,-77.148,-73.730,-120.605,26708.544
1652668547.629,-101.074,-384.277,-88.379,-90.820,-11.719,26708.548
1652668547.633,-26.367,-583.008,-68.359,-27.344,59.082,26708.552
1652668547.636,40.039,-134.277,-45.410,14.160,45.898,26708.556
1652668547.640,-9.277,-2.441,-37.109,-28.809,-44.922,26708.560
1652668547.644,-78.613,-481.934,-53.711,-69.824,-5.371,26708.564
1652668547.648,-52.734,-793.457,-85.449,-45.898,159.180,26708.568
1652668547.652,17.090,-143.555,-91.309,-15.137,12.695,26708.572
1652668547.669,14.160,162.109,-44.434,-20.020,-89.844,26708.587
1652668547.673,-61.523,-167.480,-21.484,-56.152,-105.469,26708.591
1652668547.677,-68.359,-129.395,-47.363,-51.270,-141.113,26708.595
1652668547.681,14.160,313.965,-57.617,2.930,-153.809,26708.598
1652668547.685,25.879,248.535,-45.898,9.766,-58.105,26708.602
1652668547.689,-65.918,-189.453,-47.852,-53.711,29.785,26708.606
1652668547.693,-87.402,-310.547,-49.805,-65.430,-56.641,26708.610
1652668547.696,-8.789,145.020,-53.711,-10.254,-153.809,26708.614
1652668547.700,21.973,190.918,-60.547,-1.953,-89.844,26708.618
1652668547.704,-62.012,-526.367,-56.641,-66.895,42.480,26708.622
1652668547.708,-106.445,-263.184,-64.453,-83.496,-30.273,26708.626
1652668547.712,-32.715,335.938,-63.477,-18.555,-142.090,26708.630
1652668547.714,37.109,116.211,-36.621,26.855,-36.621,26708.619
1652668547.718,-28.809,13.184,-32.227,-29.785,4.395,26708.623
1652668547.722,-94.727,-56.152,-60.059,-77.148,-68.848,26708.627
1652668547.726,-32.715,66.895,-44.922,-14.648,-98.145,26708.631
1652668547.730,29.785,-58.594,-56.152,30.273,49.316,26708.635
1652668547.734,-2.441,-481.934,-55.176,-7.812,123.535,26708.639
1652668547.738,-73.242,-318.359,-35.645,-61.035,-33.691,26708.643
1652668547.741,-85.449,-214.355,-49.805,-63.477,-126.465,26708.647
1652668547.745,12.207,-510.254,-49.805,13.672,81.055,26708.650
1652668547.749,48.828,-573.730,-62.988,28.809,240.723,26708.654
1652668547.753,-60.059,130.859,-72.266,-62.012,-41.992,26708.658
1652668547.757,-104.492,298.828,-67.871,-89.844,-204.102,26708.662
1652668547.759,-42.480,-400.879,-63.477,-46.387,47.363,26708.677
1652668547.763,23.926,-427.246,-46.875,-10.742,189.453,26708.681
1652668547.767,-45.898,357.910,-53.711,-62.988,-25.391,26708.685
1652668547.771,-106.934,232.910,-55.176,-93.750,-115.234,26708.689
1652668547.775,-52.734,-40.039,-66.895,-56.152,-65.918,26708.693
1652668547.779,0.977,-48.828,-86.914,-24.414,54.199,26708.697
1652668547.783,-43.457,-109.375,-87.891,-59.570,-15.625,26708.701
1652668547.786,-106.934,-127.441,-62.012,-97.656,-110.840,26708.705
1652668547.790,-69.824,-694.824,-33.203,-48.340,184.570,26708.708
1652668547.794,16.602,-726.562,-42.480,5.371,236.328,26708.712
1652668547.798,6.836,255.859,-62.500,-22.949,-86.914,26708.716
1652668547.802,-94.727,162.598,-76.172,-90.820,-93.262,26708.720
1652668547.804,-111.328,-94.238,-75.195,-98.633,-40.039,26708.709
1652668547.808,-17.090,280.762,-46.875,-22.949,-112.793,26708.713
1652668547.812,21.484,373.535,-35.156,0.000,-132.812,26708.717
1652668547.816,-68.359,9.277,-57.617,-66.895,-102.539,26708.721
1652668547.820,-103.516,-81.055,-53.223,-78.613,-104.004,26708.725
1652668547.824,-18.555,-18.555,-46.387,-12.207,-118.164,26708.729
1652668547.828,33.203,-14.160,-69.824,14.160,-25.879,26708.732
1652668547.831,-37.598,-438.477,-78.125,-30.273,195.801,26708.736
1652668547.835,-90.820,-807.617,-47.363,-56.641,198.242,26708.740
1652668547.839,-38.574,-150.391,-26.367,-26.367,-43.945,26708.744
1652668547.843,31.250,375.000,-47.363,14.160,-126.465,26708.748
1652668547.847,-10.742,-250.977,-57.129,-26.367,-6.348,26708.752
1652668547.849,-113.281,-1000.000,-80.566,-95.703,175.781,26708.754
1652668547.853,-79.590,-201.660,-64.453,-64.453,-11.719,26708.758
1652668547.857,31.250,343.750,-20.508,20.996,-113.770,26708.762
1652668547.861,3.418,147.949,-47.363,-5.371,-51.270,26708.766
1652668547.865,-99.121,204.102,-60.059,-79.590,-113.281,26708.770
1652668547.869,-82.520,21.973,-49.805,-54.199,-114.746,26708.774
1652668547.873,6.348,-56.152,-51.758,10.742,-7.324,26708.778
1652668547.876,22.949,-510.254,-59.082,17.578,246.094,26708.782
1652668547.880,-58.105,-402.832,-68.848,-50.293,144.043,26708.785
1652668547.884,-95.215,351.562,-62.500,-77.148,-180.664,26708.789
1652668547.888,-24.414,156.738,-47.852,-17.090,-133.301,26708.793
1652668547.892,29.297,-78.613,-59.570,15.137,79.590,26708.797
1652668547.895,-26.367,151.367,-41.504,-30.762,40.527,26708.801
1652668547.899,-78.125,381.836,-17.578,-60.547,-185.547,26708.805
1652668547.903,-41.504,-38.086,-32.227,-29.785,-83.496,26708.808
1652668547.907,32.715,-278.320,-43.457,15.625,44.434,26708.812
1652668547.911,-0.977,169.922,-56.152,-26.367,-39.551,26708.816
1652668547.915,-98.633,86.426,-79.590,-95.215,-97.168,26708.820
1652668547.919,-78.125,-483.887,-62.012,-51.758,55.664,26708.824
1652668547.922,19.043,-918.945,-42.969,24.902,304.688,26708.828
1652668547.926,15.137,-208.008,-51.758,-5.371,61.035,26708.832
1652668547.930,-81.543,306.641,-49.805,-75.195,-189.941,26708.836
1652668547.934,-109.863,-223.145,-60.059,-85.449,-132.812,26708.840
1652668547.938,-40.039,-192.383,-73.730,-43.945,-87.402,26708.844
1652668547.939,28.320,390.625,-57.129,0.977,-94.727,26708.858
1652668547.943,-34.668,297.363,-33.203,-33.691,-85.938,26708.862
1652668547.947,-106.934,-182.617,-53.223,-80.566,-130.859,26708.865
1652668547.951,-49.805,-41.504,-63.477,-41.992,-111.816,26708.869
1652668547.955,24.414,338.379,-58.105,4.883,-38.086,26708.873
1652668547.959,-15.625,143.555,-42.969,-28.320,-23.926,26708.877
1652668547.963,-92.285,-657.715,-42.480,-70.312,205.078,26708.881
1652668547.966,-67.871,-730.469,-52.734,-47.363,211.426,26708.885
1652668547.970,27.832,253.418,-34.668,10.254,-81.543,26708.889
1652668547.974,9.277,250.488,-33.203,-5.371,-58.105,26708.893
1652668547.978,-93.262,-8.789,-56.641,-79.102,-72.266,26708.897
1652668547.982,-72.754,204.102,-58.594,-57.129,-115.723,26708.901
1652668547.982,-72.754,204.102,-58.594,-57.129,-115.723,26708.901
1652668547.984,21.973,372.070,-40.527,10.254,-58.105,26708.904
1652668547.988,40.039,152.832,-33.203,14.648,-30.273,26708.907
1652668547.992,-47.852,-53.223,-56.152,-45.898,-82.031,26708.911
1652668547.996,-105.957,193.848,-75.195,-83.496,-129.395,26708.915
1652668548.000,-35.156,241.699,-62.012,-30.273,-111.328,26708.919
1652668548.004,31.250,-268.066,-56.641,24.902,108.887,26708.923
1652668548.008,-41.016,-562.988,-51.270,-31.250,180.176,26708.927
1652668548.011,-104.004,-286.621,-40.039,-84.961,-36.133,26708.931
1652668548.015,-53.711,-152.344,-42.969,-47.852,-71.289,26708.935
1652668548.019,17.578,-463.867,-62.500,-5.371,171.875,26708.939
1652668548.023,-15.137,-1000.000,-55.664,-31.250,327.148,26708.943
1652668548.027,-78.613,-309.082,-47.852,-73.242,33.691,26708.947
1652668548.044,-50.781,258.789,-50.781,-44.922,-175.293,26708.949
1652668548.048,31.738,104.492,-53.223,13.184,-82.520,26708.953
1652668548.052,33.203,212.891,-49.316,14.160,-51.270,26708.957
1652668548.056,-72.754,301.758,-62.988,-61.523,-125.977,26708.961
1652668548.060,-91.309,176.270,-72.754,-77.148,-158.203,26708.965
1652668548.064,9.766,-169.434,-41.016,7.812,-2.441,26708.969
1652668548.068,24.414,-162.109,-37.598,5.859,127.441,26708.973
1652668548.071,-76.172,125.488,-54.688,-84.473,-54.199,26708.977
1652668548.075,-94.727,76.660,-53.223,-80.078,-138.672,26708.980
1652668548.079,-24.902,-736.328,-56.641,-14.160,163.574,26708.984
1652668548.083,6.836,-541.016,-72.754,-16.113,163.086,26708.988
1652668548.087,-25.391,362.305,-48.828,-37.598,-127.930,26708.992
1652668548.089,-74.219,31.250,-52.246,-46.387,-167.969,26708.994
1652668548.093,-52.734,-153.809,-65.918,-28.320,-168.457,26708.998
1652668548.097,40.039,252.930,-20.020,27.832,-157.715,26709.002
1652668548.101,7.324,336.426,-18.555,-11.719,-160.156,26709.006
1652668548.105,-71.289,-3.418,-42.969,-53.223,-114.746,26709.010
1652668548.109,-53.711,-322.266,-45.410,-29.785,-24.902,26709.014
1652668548.113,-4.395,-179.199,-68.848,-10.254,-20.996,26709.018
1652668548.116,-7.812,23.926,-84.473,-29.297,25.391,26709.022
1652668548.120,-80.078,-385.254,-62.988,-74.707,114.746,26709.025
1652668548.124,-94.238,-1000.000,-50.781,-65.918,249.023,26709.029
1652668548.128,-7.812,-332.520,-51.758,-6.836,89.844,26709.033
1652668548.132,39.551,233.887,-48.828,14.648,-60.547,26709.037
1652668548.133,-32.227,-275.879,-40.039,-36.133,-33.203,26709.039
1652668548.137,-88.379,-172.852,-45.410,-74.219,-145.996,26709.043
1652668548.141,-40.527,308.594,-54.688,-43.457,-183.105,26709.047
1652668548.145,40.039,276.855,-51.270,15.137,-68.359,26709.051
1652668548.149,-15.625,-8.301,-69.336,-31.738,-72.754,26709.055
1652668548.153,-98.633,-179.688,-68.359,-84.961,-102.539,26709.059
1652668548.157,-64.941,-197.266,-47.852,-42.480,-62.500,26709.063
1652668548.160,4.395,-21.484,-66.406,0.488,-52.246,26709.066
1652668548.164,-6.348,-528.320,-62.012,-12.695,144.043,26709.070
1652668548.168,-100.098,-494.141,-46.387,-72.266,48.828,26709.074
1652668548.172,-101.562,283.691,-42.969,-67.871,-194.824,26709.078
1652668548.176,1.953,139.648,-43.945,8.789,-57.129,26709.082
1652668548.179,8.301,37.598,-65.430,3.906,0.488,26709.085
1652668548.183,-64.453,247.070,-64.453,-50.293,-115.234,26709.089
1652668548.187,-45.898,113.770,-19.043,-12.207,-136.719,26709.092
1652668548.191,23.438,-300.293,-8.789,41.016,36.621,26709.096
1652668548.195,35.156,-267.090,-48.340,15.625,121.582,26709.100
1652668548.199,-65.918,-59.570,-78.125,-73.242,-46.875,26709.104
1652668548.203,-116.211,-184.570,-76.660,-93.262,-126.465,26709.108
1652668548.206,-46.387,-475.586,-65.430,-29.785,54.199,26709.112
1652668548.210,12.207,-1000.000,-56.152,3.906,356.934,26709.116
1652668548.214,-36.133,-355.957,-59.570,-49.805,190.430,26709.120
1652668548.218,-93.750,363.281,-58.594,-81.543,-121.094,26709.124
1652668548.222,-56.152,0.488,-45.410,-32.715,-129.883,26709.128
1652668548.224,48.340,11.719,-29.297,45.410,-74.707,26709.129
1652668548.228,30.762,389.160,-48.828,13.184,-92.773,26709.133
1652668548.232,-80.566,230.957,-54.688,-69.336,-160.156,26709.137
1652668548.236,-90.820,-17.090,-46.387,-64.453,-172.363,26709.141
1652668548.240,-22.461,133.301,-61.035,-16.602,-82.031,26709.145
1652668548.244,10.742,78.613,-65.918,-2.441,44.922,26709.149
1652668548.248,-64.453,-43.945,-63.477,-62.500,10.254,26709.153
1652668548.251,-104.980,-680.664,-65.918,-78.125,210.938,26709.157
1652668548.255,-30.273,-687.012,-88.379,-20.996,288.574,26709.160
1652668548.259,34.180,296.387,-68.359,21.973,-15.137,26709.164
1652668548.263,-32.715,185.059,-23.926,-28.809,-61.523,26709.168
1652668548.267,-84.473,-20.508,-17.090,-68.848,-54.199,26709.172
1652668548.269,-24.902,250.488,-31.738,-18.555,-113.281,26709.187
1652668548.273,44.434,416.504,-42.969,25.879,-72.754,26709.191
1652668548.277,-10.254,101.074,-51.270,-23.926,-18.066,26709.194
1652668548.281,-101.562,-92.285,-52.246,-96.191,-72.266,26709.198
1652668548.285,-84.473,165.527,-62.012,-75.195,-134.277,26709.202
1652668548.289,12.207,107.422,-76.172,3.418,-13.672,26709.206
1652668548.293,20.020,-377.930,-69.824,2.930,208.008,26709.210
1652668548.296,-61.523,-939.453,-54.688,-54.688,242.188,26709.214
1652668548.300,-74.219,-549.805,-48.340,-66.895,54.199,26709.218
1652668548.304,16.113,36.133,-47.363,-6.836,-55.664,26709.222
1652668548.308,67.383,-332.031,-45.898,33.203,103.516,26709.226
1652668548.312,-26.855,-512.695,-40.039,-35.156,103.027,26709.230
1652668548.313,-90.332,166.992,-50.293,-85.449,-179.199,26709.232
1652668548.317,-26.367,208.496,-46.875,-27.344,-187.500,26709.236
1652668548.321,43.945,85.449,-42.969,21.973,-87.891,26709.240
1652668548.325,-19.531,229.004,-58.594,-28.320,-87.891,26709.244
1652668548.329,-84.473,254.883,-68.359,-64.453,-175.781,26709.248
1652668548.333,-45.410,-39.062,-79.102,-36.133,-115.723,26709.252
1652668548.337,39.062,-580.078,-41.992,30.762,145.020,26709.256
1652668548.340,24.902,-312.012,-13.672,18.555,43.457,26709.259
1652668548.344,-50.293,284.180,-39.062,-39.551,-248.535,26709.263
1652668548.348,-23.926,23.438,-27.832,-4.883,-211.426,26709.267
1652668548.352,34.180,-90.332,-28.809,24.902,-63.477,26709.271
1652668548.356,-0.977,89.355,-69.824,-38.086,13.184,26709.275
1652668548.360,-76.172,146.484,-65.430,-92.773,-54.688,26709.278
1652668548.364,-91.309,-83.496,-59.082,-83.008,-78.613,26709.282
1652668548.368,-20.020,-310.059,-61.035,-23.438,14.648,26709.286
1652668548.372,25.879,190.918,-74.707,-4.395,0.000,26709.290
1652668548.376,-39.551,306.641,-64.453,-59.082,-121.094,26709.293
1652668548.380,-86.426,-353.027,-34.180,-73.242,-0.977,26709.297
1652668548.384,-41.016,-694.824,-34.180,-25.879,221.680,26709.301
1652668548.387,41.016,-193.359,-24.414,29.785,147.461,26709.305
1652668548.391,-6.836,121.582,-38.086,-10.742,-29.785,26709.309
1652668548.395,-92.773,-361.816,-67.383,-62.012,27.832,26709.313
1652668548.399,-68.359,-696.777,-69.336,-42.480,146.973,26709.317
1652668548.403,9.766,196.777,-70.312,-3.906,-9.766,26709.321
1652668548.419,3.418,385.254,-57.129,-12.207,-48.828,26709.338
1652668548.423,-78.613,34.180,-49.316,-62.988,-110.840,26709.341
1652668548.427,-66.895,-99.121,-25.879,-41.992,-118.652,26709.345
1652668548.431,12.207,73.242,-12.695,13.184,-33.203,26709.349
1652668548.435,13.184,301.270,-36.133,-0.977,-41.016,26709.353
1652668548.439,-75.684,-392.578,-69.336,-65.918,84.961,26709.357
1652668548.443,-105.469,-683.594,-67.871,-66.406,94.727,26709.361
1652668548.446,-36.621,-53.223,-56.152,-18.555,-98.145,26709.365
1652668548.450,27.344,189.941,-47.852,3.906,-31.250,26709.369
1652668548.454,-29.297,-242.188,-34.668,-33.691,75.195,26709.373
1652668548.458,-96.680,-50.781,-55.176,-69.824,-25.879,26709.377
1652668548.462,-28.809,360.352,-34.180,-16.113,-104.492,26709.380
1652668548.464,53.711,98.145,-20.508,45.410,-45.898,26709.369
1652668548.468,-1.953,24.902,-48.828,-4.883,-26.855,26709.373
1652668548.472,-92.285,267.090,-62.012,-71.777,-90.820,26709.377
1652668548.476,-91.309,319.336,-66.406,-61.523,-137.207,26709.381
1652668548.480,-11.230,33.203,-58.105,-7.324,-50.781,26709.385
1652668548.484,-10.742,-215.332,-49.805,-16.113,75.684,26709.389
1652668548.488,-95.703,-142.090,-46.387,-68.848,-16.113,26709.393
1652668548.491,-86.426,-67.871,-40.039,-52.246,-91.309,26709.397
1652668548.495,2.441,-464.355,-49.316,10.742,135.254,26709.401
1652668548.499,22.949,-629.395,-68.848,18.555,228.516,26709.404
1652668548.503,-60.059,105.957,-62.500,-53.711,-42.480,26709.408
1652668548.507,-88.379,384.277,-42.480,-63.965,-207.520,26709.412
1652668548.524,-16.113,-328.125,-26.855,0.977,-24.902,26709.430
1652668548.528,18.555,-800.781,-43.457,15.625,263.184,26709.433
1652668548.532,-68.359,23.926,-82.031,-62.012,48.340,26709.437
1652668548.536,-138.184,236.816,-90.820,-113.770,-162.598,26709.441
1652668548.540,-84.473,-25.879,-73.242,-70.312,-146.484,26709.445
1652668548.544,6.836,-21.973,-52.734,-11.719,22.949,26709.449
1652668548.548,-14.648,-53.711,-51.270,-39.062,76.172,26709.453
1652668548.551,-81.543,-78.125,-45.898,-76.660,-129.883,26709.457
1652668548.555,-35.645,-703.613,-21.484,-19.043,115.723,26709.461
1652668548.559,48.340,-665.527,-35.645,32.227,271.484,26709.465
