timestamps,TP9,AF7,AF8,TP10,Right AUX,Secondary Timestamp
1652668356.116,-36.133,222.656,-47.852,-49.805,-100.098,26517.033
1652668356.120,-104.492,-58.105,-54.688,-80.566,-57.129,26517.037
1652668356.122,-14.160,63.965,-63.477,-14.648,-49.805,26517.028
1652668356.126,66.895,116.211,-68.359,26.367,12.207,26517.032
1652668356.130,-1.953,33.691,-64.453,-29.785,-30.762,26517.036
1652668356.134,-91.309,-224.121,-53.711,-68.359,-50.293,26517.040
1652668356.138,-49.805,-91.797,-57.129,-32.715,-44.434,26517.044
1652668356.142,52.246,-20.996,-56.152,16.602,-22.461,26517.048
1652668356.146,14.648,-225.098,-56.641,-8.789,101.074,26517.051
1652668356.149,-83.984,-666.016,-86.914,-59.082,197.266,26517.055
1652668356.153,-67.383,-313.965,-87.402,-39.062,-18.066,26517.059
1652668356.157,30.762,302.734,-52.246,18.555,-134.277,26517.063
1652668356.161,37.598,-41.504,-43.457,3.418,-19.531,26517.067
1652668356.165,-82.520,-134.766,-63.965,-71.289,-4.395,26517.071
1652668356.166,-106.445,-32.715,-68.848,-69.336,-112.305,26517.084
1652668356.170,3.418,-104.492,-50.293,5.371,-113.281,26517.088
1652668356.174,49.316,-373.047,-49.316,21.973,76.172,26517.092
1652668356.178,-57.129,-571.289,-58.594,-61.035,79.590,26517.096
1652668356.182,-114.746,-222.656,-69.336,-88.867,-120.117,26517.100
1652668356.186,-37.598,-139.648,-73.730,-22.461,-81.055,26517.104
1652668356.190,46.875,-517.578,-66.406,27.832,151.855,26517.108
1652668356.193,-12.207,-902.344,-70.312,-19.043,290.039,26517.111
1652668356.197,-100.098,-143.066,-85.449,-70.801,8.789,26517.115
1652668356.201,-64.453,215.820,-82.031,-39.551,-171.387,26517.119
1652668356.205,41.504,49.316,-46.875,20.996,-89.355,26517.123
1652668356.209,35.645,228.027,-33.691,7.812,-51.758,26517.127
1652668356.212,-70.312,317.383,-47.363,-48.828,-146.484,26517.131
1652668356.216,-79.590,115.723,-42.969,-35.645,-126.465,26517.135
1652668356.220,29.297,-3.906,-52.246,31.738,-27.832,26517.139
1652668356.224,62.988,238.281,-69.824,36.621,-1.465,26517.143
1652668356.228,-37.598,270.996,-46.387,-33.691,-125.000,26517.147
1652668356.232,-94.238,-134.277,-62.988,-56.152,-57.129,26517.151
1652668356.236,-25.879,-667.480,-96.191,-3.906,266.602,26517.155
1652668356.239,39.551,-442.871,-83.984,17.578,166.016,26517.158
1652668356.243,-38.086,169.922,-62.988,-53.223,-124.512,26517.162
1652668356.247,-107.422,-80.566,-66.406,-79.102,-83.008,26517.166
1652668356.251,-47.363,-485.840,-72.754,-20.508,71.777,26517.170
1652668356.255,46.387,47.363,-58.594,23.926,-22.949,26517.174
1652668356.256,8.789,147.461,-43.457,-8.789,-61.523,26517.176
1652668356.260,-83.984,-485.352,-51.270,-52.246,43.457,26517.180
1652668356.264,-73.242,-564.941,-70.801,-32.715,67.383,26517.184
1652668356.268,22.949,175.293,-85.449,11.719,-35.156,26517.188
1652668356.272,20.996,276.855,-79.590,-9.766,-51.758,26517.192
1652668356.276,-83.496,-211.426,-52.734,-71.289,42.969,26517.195
1652668356.280,-100.586,-414.062,-49.805,-74.707,51.270,26517.199
1652668356.283,1.953,0.977,-58.594,-13.184,-34.180,26517.203
1652668356.287,50.293,314.453,-60.547,4.395,-86.426,26517.207
1652668356.291,-52.734,-442.871,-66.895,-50.293,68.848,26517.211
1652668356.295,-100.586,-746.094,-53.223,-58.594,89.844,26517.215
1652668356.299,-22.461,89.844,-44.434,-12.695,-138.184,26517.219
1652668356.316,41.016,212.402,-61.035,17.578,-82.520,26517.222
1652668356.320,-31.250,-201.660,-63.477,-36.133,-9.766,26517.226
1652668356.324,-112.793,-129.883,-48.340,-82.031,-68.848,26517.229
1652668356.328,-67.871,191.895,-61.523,-43.945,-168.457,26517.233
1652668356.332,28.320,62.012,-67.871,11.719,-77.148,26517.237
1652668356.336,2.930,-297.852,-54.688,-12.695,44.434,26517.241
1652668356.340,-84.473,-359.375,-51.758,-56.641,4.395,26517.245
1652668356.343,-72.754,-85.449,-54.199,-29.785,-67.383,26517.249
1652668356.347,16.602,-62.500,-61.523,27.832,-1.953,26517.253
1652668356.351,18.066,-556.641,-63.965,10.254,143.066,26517.257
1652668356.355,-74.707,-173.340,-61.523,-52.734,-37.598,26517.261
1652668356.359,-65.918,181.152,-59.570,-29.297,-162.598,26517.265
1652668356.362,31.250,-229.004,-46.387,33.203,-1.953,26517.268
1652668356.366,63.477,-369.141,-34.180,36.133,156.250,26517.272
1652668356.370,-38.574,-158.203,-61.035,-45.898,-0.977,26517.276
1652668356.374,-96.680,146.484,-74.707,-75.195,-201.660,26517.279
1652668356.378,-19.531,-335.449,-63.965,-12.207,-13.672,26517.283
1652668356.382,49.805,-806.152,-63.965,21.973,175.781,26517.287
1652668356.386,-15.137,-310.547,-50.781,-37.109,41.016,26517.291
1652668356.389,-88.379,73.730,-57.129,-74.219,-121.094,26517.295
1652668356.393,-41.992,-445.312,-72.266,-24.902,10.254,26517.299
1652668356.397,45.410,-679.688,-61.035,22.461,169.434,26517.303
1652668356.401,19.531,161.621,-59.570,-15.625,-62.988,26517.307
1652668356.405,-85.449,138.672,-71.289,-74.707,-180.176,26517.311
1652668356.408,-78.125,-81.055,-45.898,-55.664,-135.742,26517.314
1652668356.412,32.227,151.367,-34.668,7.812,-71.777,26517.317
1652668356.416,44.434,353.516,-60.547,0.488,-60.547,26517.321
1652668356.420,-62.012,78.613,-65.918,-66.406,-98.145,26517.325
1652668356.424,-83.008,-306.641,-55.176,-65.918,-38.086,26517.329
1652668356.428,16.113,-255.859,-58.594,14.648,32.715,26517.333
1652668356.432,67.383,-129.395,-48.828,47.852,13.672,26517.337
1652668356.435,-33.691,-231.445,-47.852,-29.297,-70.312,26517.341
1652668356.439,-107.422,-827.148,-47.852,-59.082,66.895,26517.345
1652668356.443,-41.504,-447.266,-43.457,-16.602,69.336,26517.349
1652668356.447,55.664,352.051,-44.922,25.879,-100.098,26517.353
1652668356.451,9.277,75.195,-48.828,-16.113,-88.867,26517.356
1652668356.451,-90.820,-291.992,-67.383,-77.637,-90.820,26517.357
1652668356.455,-66.406,-137.695,-62.500,-43.457,-127.441,26517.361
1652668356.459,32.227,232.422,-60.547,11.719,-81.543,26517.364
1652668356.463,14.648,60.059,-67.383,-16.602,51.758,26517.368
1652668356.467,-86.426,-78.613,-62.988,-69.336,14.648,26517.372
1652668356.471,-78.613,-131.836,-50.293,-48.340,-41.016,26517.376
1652668356.475,17.578,-185.059,-43.945,11.719,-15.625,26517.380
1652668356.478,32.715,-438.965,-62.988,13.672,132.324,26517.384
1652668356.482,-72.266,-1000.000,-69.824,-51.270,340.332,26517.388
1652668356.486,-106.934,-607.422,-50.781,-67.383,104.004,26517.392
1652668356.490,-22.461,161.621,-47.363,-16.602,-95.703,26517.396
1652668356.494,47.363,95.703,-68.359,17.578,-15.137,26517.400
1652668356.511,-23.926,170.898,-69.336,-36.621,-78.613,26517.417
1652668356.515,-99.121,327.148,-58.594,-74.707,-140.625,26517.421
1652668356.519,-51.758,152.344,-75.684,-35.156,-84.961,26517.425
1652668356.523,32.227,41.992,-86.914,9.766,15.625,26517.428
1652668356.527,-12.207,180.176,-66.895,-34.668,-24.414,26517.432
1652668356.531,-93.262,-11.230,-44.434,-75.684,-99.609,26517.436
1652668356.535,-69.336,-293.457,-49.316,-39.551,9.766,26517.440
1652668356.538,32.715,-695.312,-54.199,22.461,197.754,26517.444
1652668356.542,32.715,-274.902,-47.852,8.301,79.590,26517.448
1652668356.546,-67.383,311.035,-49.316,-46.875,-130.859,26517.452
1652668356.550,-74.219,-222.168,-51.758,-28.320,-0.977,26517.456
1652668356.554,0.977,-347.656,-66.895,8.301,121.094,26517.460
1652668356.541,27.344,6.348,-73.242,-2.930,72.754,26517.459
1652668356.545,-64.941,96.191,-61.523,-56.152,-70.312,26517.463
1652668356.549,-111.816,-331.543,-63.477,-62.012,-38.574,26517.467
1652668356.553,-21.973,-538.086,-63.965,3.906,77.148,26517.471
1652668356.557,61.035,235.352,-54.199,36.621,-32.715,26517.475
1652668356.561,-13.184,74.707,-43.945,-25.879,-23.926,26517.479
1652668356.565,-92.285,-455.566,-37.598,-59.082,2.930,26517.483
1652668356.568,-51.758,-235.352,-42.969,-20.508,-49.316,26517.486
1652668356.572,41.992,231.445,-44.434,19.531,-72.754,26517.490
1652668356.576,20.996,302.734,-31.738,-10.742,-131.836,26517.494
1652668356.580,-91.797,-477.051,-53.711,-71.777,19.531,26517.498
1652668356.584,-87.891,-698.730,-76.172,-60.059,116.211,26517.502
1652668356.587,13.672,144.531,-73.730,-7.812,-67.871,26517.504
1652668356.591,20.020,28.320,-72.266,-11.719,-2.441,26517.508
1652668356.595,-74.707,-311.523,-47.852,-53.711,34.180,26517.512
1652668356.599,-95.703,-40.527,-35.645,-56.641,-89.844,26517.516
1652668356.603,-6.836,233.398,-56.152,-15.137,-142.090,26517.520
1652668356.607,59.082,-71.777,-52.734,20.508,0.000,26517.524
1652668356.611,-33.691,-686.523,-46.875,-37.109,137.207,26517.528
1652668356.614,-105.957,-366.211,-62.988,-79.590,-45.898,26517.531
1652668356.618,-31.250,298.340,-72.754,-24.902,-175.781,26517.535
1652668356.622,61.523,61.035,-64.453,29.785,-9.277,26517.539
1652668356.626,-6.348,-154.785,-59.570,-20.508,-2.441,26517.543
1652668356.630,-97.656,146.973,-73.730,-70.801,-149.902,26517.547
1652668356.646,-41.992,94.727,-62.988,-20.508,-127.930,26517.552
1652668356.650,66.406,-439.453,-41.992,48.340,85.449,26517.556
1652668356.654,25.879,-496.582,-54.199,10.254,107.910,26517.560
1652668356.658,-91.309,29.785,-62.988,-72.754,-131.348,26517.563
1652668356.662,-75.195,6.348,-41.504,-53.223,-166.504,26517.567
1652668356.666,26.855,-533.691,-46.387,22.461,159.668,26517.571
1652668356.670,37.109,-828.613,-81.543,14.160,360.352,26517.575
1652668356.673,-69.824,-82.520,-86.426,-70.801,-6.348,26517.579
1652668356.677,-100.098,178.711,-62.012,-76.172,-195.312,26517.583
1652668356.681,1.953,-66.406,-43.457,2.930,-80.078,26517.587
1652668356.685,56.641,146.484,-57.617,22.949,-17.090,26517.591
1652668356.689,-28.320,334.473,-69.824,-42.480,-96.680,26517.595
1652668356.691,-78.613,123.047,-72.266,-55.664,-132.324,26517.597
1652668356.695,-38.086,-84.473,-74.219,-22.461,-59.082,26517.601
1652668356.699,32.715,133.789,-55.664,6.348,-1.465,26517.605
1652668356.703,-4.395,274.414,-53.223,-21.973,-85.938,26517.609
1652668356.707,-86.914,8.301,-60.059,-52.734,-121.094,26517.612
1652668356.711,-57.129,-349.609,-58.594,-20.020,-3.906,26517.616
1652668356.715,33.203,-303.223,-63.477,21.973,73.242,26517.620
1652668356.718,15.625,-141.602,-74.219,-7.812,23.438,26517.624
1652668356.722,-84.473,-249.512,-62.988,-58.105,-59.570,26517.628
1652668356.726,-89.844,-893.555,-50.293,-42.480,147.461,26517.632
1652668356.730,9.766,-593.750,-51.758,8.789,164.551,26517.636
1652668356.734,39.062,310.059,-46.387,3.418,-64.453,26517.640
1652668356.736,-65.430,-223.145,-50.293,-57.617,89.844,26517.642
1652668356.740,-113.770,-470.703,-62.988,-76.172,119.629,26517.646
1652668356.744,-27.832,202.148,-70.801,-22.461,-73.242,26517.650
1652668356.748,47.852,389.648,-85.449,15.625,-14.648,26517.653
1652668356.752,-28.320,-42.480,-77.148,-27.832,4.883,26517.657
1652668356.756,-100.586,-331.543,-56.641,-52.734,-19.531,26517.661
1652668356.760,-51.758,-212.402,-46.387,-11.230,16.113,26517.665
1652668356.763,33.691,-31.738,-65.430,31.738,3.418,26517.669
1652668356.767,10.742,-468.750,-63.965,14.648,71.289,26517.673
1652668356.771,-93.750,-720.703,-37.598,-51.758,99.121,26517.677
1652668356.775,-78.125,-74.707,-37.109,-45.898,-39.062,26517.681
1652668356.779,41.992,150.391,-39.551,33.691,-18.066,26517.685
1652668356.781,22.461,-83.496,-69.824,1.465,34.180,26517.687
1652668356.785,-94.727,-38.574,-87.402,-72.754,-68.848,26517.691
1652668356.789,-100.098,218.262,-66.406,-51.270,-193.359,26517.694
1652668356.793,-10.742,92.773,-73.730,6.348,-126.465,26517.698
1652668356.797,24.902,-35.156,-80.566,3.418,-38.574,26517.702
1652668356.801,-59.570,-125.488,-62.988,-49.316,-9.277,26517.706
1652668356.805,-100.098,-180.664,-53.223,-53.711,-43.945,26517.710
1652668356.808,-27.344,-250.977,-62.988,2.930,-42.480,26517.714
1652668356.812,32.715,-666.016,-68.848,31.738,174.316,26517.718
1652668356.816,-38.574,-249.023,-55.664,-30.762,92.285,26517.722
1652668356.820,-102.539,337.891,-58.594,-59.082,-129.395,26517.726
1652668356.824,-48.828,41.992,-67.871,-12.695,-33.203,26517.730
1652668356.827,26.367,-197.266,-63.477,17.578,77.637,26517.733
1652668356.831,-19.043,-179.688,-56.641,-30.273,4.395,26517.737
1652668356.835,-104.004,19.531,-58.105,-77.148,-128.906,26517.741
1652668356.839,-87.402,-279.297,-62.012,-41.992,-13.672,26517.745
1652668356.843,6.836,-676.758,-56.152,21.973,200.684,26517.749
1652668356.847,27.344,-205.078,-52.246,10.742,79.590,26517.753
1652668356.851,-58.594,-50.293,-48.340,-39.062,-100.098,26517.756
1652668356.854,-88.867,-588.867,-53.711,-37.109,-11.719,26517.760
1652668356.858,5.859,-668.457,-52.246,21.973,107.910,26517.764
1652668356.862,52.246,222.656,-42.480,22.461,-52.246,26517.768
1652668356.866,-62.988,221.680,-65.918,-62.012,-128.906,26517.772
1652668356.870,-125.488,-61.523,-86.914,-87.891,-116.699,26517.776
1652668356.871,-41.992,135.254,-73.242,-24.414,-88.867,26517.777
1652668356.875,43.457,351.074,-68.848,20.508,-54.688,26517.781
1652668356.879,-17.090,153.320,-66.406,-30.273,-91.797,26517.785
1652668356.883,-90.332,-115.234,-41.992,-60.547,-88.379,26517.788
1652668356.887,-43.945,-136.230,-41.504,-25.879,-45.410,26517.792
1652668356.891,44.922,-117.676,-54.688,20.020,-14.160,26517.796
1652668356.895,21.484,-166.016,-47.852,4.883,-5.859,26517.800
1652668356.898,-84.473,-831.055,-59.570,-49.316,143.555,26517.804
1652668356.902,-80.566,-693.848,-62.012,-38.086,135.254,26517.808
1652668356.906,17.090,267.578,-65.918,7.324,-91.309,26517.812
1652668356.910,30.273,154.297,-74.219,0.000,-65.430,26517.816
1652668356.914,-65.918,25.879,-64.941,-56.641,-100.586,26517.820
1652668356.916,-104.492,28.809,-58.105,-64.453,-100.098,26517.834
1652668356.920,-5.859,59.082,-60.547,8.789,-69.336,26517.838
1652668356.924,64.453,-186.035,-67.383,48.828,28.320,26517.842
1652668356.928,-29.785,-405.762,-64.453,-20.020,95.215,26517.846
1652668356.932,-80.566,125.488,-48.340,-45.898,-122.070,26517.850
1652668356.936,-10.742,95.703,-38.574,6.348,-92.773,26517.854
1652668356.940,65.918,-492.188,-55.176,47.363,219.727,26517.858
1652668356.943,6.836,-783.203,-63.477,1.953,235.840,26517.862
1652668356.947,-102.539,7.324,-79.590,-75.684,-80.566,26517.866
1652668356.951,-62.500,335.938,-68.848,-39.062,-146.484,26517.870
1652668356.955,43.945,-104.004,-48.828,34.180,11.230,26517.873
1652668356.959,11.719,-121.094,-67.871,-1.465,29.785,26517.877
1652668356.961,-88.867,323.242,-69.336,-66.406,-103.027,26517.880
1652668356.965,-77.148,237.305,-56.152,-43.457,-86.426,26517.884
1652668356.969,32.227,73.730,-41.992,25.879,10.254,26517.888
1652668356.973,62.012,295.898,-40.527,30.273,36.621,26517.892
1652668356.977,-45.898,313.965,-60.059,-47.363,-65.430,26517.896
1652668356.981,-95.703,-83.496,-71.289,-65.918,-40.039,26517.900
1652668356.985,-18.555,-651.855,-76.660,-8.301,204.102,26517.904
1652668356.988,50.781,-238.770,-73.730,16.113,124.512,26517.908
1652668356.992,-32.227,375.000,-59.082,-44.922,-118.652,26517.912
1652668356.996,-105.957,-65.918,-61.035,-69.824,-92.285,26517.915
1652668357.000,-37.598,-347.656,-65.430,-15.137,-13.184,26517.919
1652668357.004,47.852,137.695,-68.359,30.762,-34.180,26517.923
1652668357.022,-4.883,147.949,-66.895,-16.602,-31.250,26517.941
1652668357.026,-89.355,-453.125,-40.039,-55.176,45.410,26517.945
1652668357.030,-69.824,-764.160,-25.391,-26.367,125.000,26517.949
1652668357.034,41.016,-27.344,-39.062,26.855,4.883,26517.952
1652668357.038,39.062,381.836,-66.895,5.371,-94.238,26517.956
1652668357.042,-96.191,-287.109,-81.543,-83.984,6.348,26517.960
1652668357.046,-96.191,-505.859,-56.641,-69.336,21.973,26517.964
